Search Gene	Found FBGN	Found Gene	imaginal disc, larvae L3 wandering	central nervous system, larvae L3	central nervous system, pupae P8	head, virgin 1-day female	head, virgin 4-day female	head, virgin 20-day female	head, mated 1-day female	head, mated 4-day female	head, mated 20-day female	head, mated 1-day male	head, mated 4-day male	head, mated 20-day male	salivary gland, larvae L3 wandering	salivary gland, white prepupae	digestive system, larvae L3 wandering	digestive system, 1-day adult	digestive system, 4-day adult	digestive system, 20-day adult	fat body, larvae L3 wandering	fat body, white prepupae	fat body, pupae P8	carcass, larvae L3 wandering	carcass, 1-day adult	carcass, 4-day adult	carcass, 20-day adult	ovary, virgin 4-day female	ovary, mated 4-day female	testis, mated 4-day male	accessory gland, mated 4-day male
FBgn0000606	FBgn0000606	eve	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
FBgn0000611	FBgn0000611	exd	39	56	45	16	17	15	14	15	16	23	25	29	9	35	27	17	16	17	3	17	22	41	11	13	12	45	29	6	17
FBgn0000615	FBgn0000615	exu	411	1	3	0	1	1	1	1	2	1	1	2	1	11	7	9	12	6	7	62	75	2	4	9	9	162	126	618	144
FBgn0000617	FBgn0000617	e(y)1	21	28	10	4	5	6	4	6	5	6	6	10	3	4	10	7	8	8	8	13	7	16	5	6	7	25	26	10	14
FBgn0000618	FBgn0000618	e(y)2	30	40	16	10	12	12	7	8	10	13	9	17	14	22	22	10	10	11	6	13	26	28	8	11	12	33	34	33	30
FBgn0000625	FBgn0000625	eyg	8	2	1	2	2	1	1	2	1	2	3	4	5	25	0	0	0	0	0	1	0	5	1	1	1	0	0	0	3
FBgn0000629	FBgn0000629	E(z)	12	20	8	5	6	7	6	6	6	7	9	12	4	7	9	6	7	6	4	6	8	12	5	6	4	40	37	4	9
FBgn0000635	FBgn0000635	Fas2	25	44	49	15	12	8	9	9	8	16	16	14	1	8	9	13	14	14	14	11	22	26	8	7	7	4	4	2	5
FBgn0000639	FBgn0000639	Fbp1	88	230	51	5	0	1	2	1	50	0	3	2	399	4401	1392	3	3	1	24531	72654	1912	1025	23	8	2	6	0	5	90
FBgn0000640	FBgn0000640	Fbp2	31	126	48	7	1	0	5	0	56	1	2	2	1010	3085	921	3	5	1	31694	36204	5475	549	23	8	1	4	0	2	94
FBgn0000644	FBgn0000644	Fcp3C	1	1	1	0	0	0	1	0	0	0	0	1	0	0	2	2	3	1	2	3	0	1	2	3	2	16	22	0	0
FBgn0000658	FBgn0000658	fj	33	10	3	4	1	0	2	0	0	3	1	1	0	2	1	0	0	0	0	5	5	28	2	1	1	0	0	0	0
FBgn0000659	FBgn0000659	fkh	8	29	18	6	7	4	5	5	4	9	9	6	10	6	51	29	39	38	0	3	8	6	4	4	6	0	0	1	2
FBgn0000662	FBgn0000662	fl(2)d	46	60	40	24	25	22	24	23	20	38	36	36	9	45	21	11	17	14	13	25	47	44	16	20	21	83	79	6	17
FBgn0000667	FBgn0000667	Actn	42	88	35	167	56	23	134	47	23	138	52	40	16	107	17	18	21	16	9	14	39	127	423	146	62	58	58	7	13
FBgn0000709	FBgn0000709	fliI	9	13	13	5	5	5	5	5	4	7	8	8	2	5	8	7	8	9	2	4	7	11	4	5	4	30	27	3	6
FBgn0000711	FBgn0000711	flw	8	9	30	37	31	20	31	27	19	50	46	33	2	12	15	10	12	11	2	5	13	8	9	9	8	16	14	1	12
FBgn0000715	FBgn0000715	FMRFa	1	12	6	2	4	6	2	4	4	4	7	12	0	0	0	0	0	0	0	1	1	2	4	10	12	0	0	0	0
FBgn0000719	FBgn0000719	fog	2	7	4	4	6	5	5	5	4	6	7	8	2	11	3	2	3	3	3	14	2	9	3	4	3	17	16	0	1
FBgn0000721	FBgn0000721	for	10	8	6	19	20	27	20	20	24	22	20	29	5	55	14	15	19	15	20	50	20	40	28	27	28	78	72	4	25
FBgn0000723	FBgn0000723	FER	11	19	13	15	14	9	18	14	9	24	24	18	1	1	16	9	9	11	0	3	13	15	9	11	8	0	0	2	10
FBgn0000808	FBgn0000808	gd	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	0
FBgn0000810	FBgn0000810	fs(1)K10	25	25	20	12	12	9	8	9	8	12	14	13	4	7	9	5	9	5	5	10	13	17	7	10	10	60	68	7	12
FBgn0000826	FBgn0000826	png	2	1	0	0	0	0	1	0	0	1	1	2	0	0	0	1	3	3	0	1	7	1	1	4	3	85	65	2	1
FBgn0000927	FBgn0000927	fs(1)Ya	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	4	0	0	0	0	2	6	4	113	105	1	1
FBgn0000964	FBgn0000964	tj	2	8	9	22	13	12	16	18	15	10	9	5	0	0	0	1	4	1	1	4	2	1	11	15	11	26	21	2	2
FBgn0000996	FBgn0000996	dup	28	26	4	4	4	2	3	2	2	3	3	3	2	4	6	5	10	7	3	6	5	15	4	10	8	197	188	4	5
FBgn0001075	FBgn0001075	ft	19	4	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	1	12	0	0	0	0	0	0	0
FBgn0001077	FBgn0001077	ftz	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
FBgn0001078	FBgn0001078	ftz-f1	3	3	3	10	10	5	11	10	5	14	16	13	0	1	1	3	6	6	1	0	2	1	4	6	4	33	30	0	2
FBgn0001079	FBgn0001079	fu	8	8	4	3	4	5	3	2	3	5	4	5	1	3	2	2	2	3	1	2	3	6	2	2	3	20	16	2	1
FBgn0001083	FBgn0001083	fw	6	2	4	6	2	1	3	1	1	6	3	3	0	1	1	0	0	0	0	1	6	8	2	1	0	0	0	0	0
FBgn0001084	FBgn0001084	fy	4	2	2	0	0	1	0	0	1	1	1	1	1	4	1	0	1	1	0	1	0	3	0	0	0	6	4	1	1
FBgn0001085	FBgn0001085	fz	12	8	12	2	1	1	1	1	1	2	2	1	0	1	1	1	1	1	0	1	3	6	1	1	1	27	13	0	2
FBgn0001086	FBgn0001086	fzy	46	18	1	0	0	0	0	0	0	0	0	1	0	2	3	1	3	2	0	5	1	16	1	3	3	96	63	32	7
FBgn0001087	FBgn0001087	g	26	34	33	29	34	20	30	30	19	34	40	35	2	9	11	8	12	9	37	19	20	26	12	15	12	60	61	9	12
FBgn0001089	FBgn0001089	Gal	12	20	15	6	4	7	5	4	5	7	8	12	7	44	7	34	31	42	0	44	56	25	7	7	5	0	0	21	5
FBgn0001090	FBgn0001090	bnb	569	517	1289	855	693	278	868	479	361	1081	1003	714	3	30	24	19	43	43	20	100	894	346	129	99	114	2	10	41	42
FBgn0001091	FBgn0001091	Gapdh1	96	104	65	497	237	220	369	168	183	570	268	285	35	47	78	236	119	143	388	183	111	237	1689	634	233	233	190	67	100
FBgn0001092	FBgn0001092	Gapdh2	247	215	177	765	419	403	505	281	290	705	410	574	51	88	132	401	272	338	223	272	139	406	878	450	333	980	959	104	144
FBgn0001098	FBgn0001098	Gdh	276	144	216	416	238	176	325	191	157	569	301	237	5	25	87	378	307	268	489	41	167	121	353	202	114	184	145	71	93
FBgn0001099	FBgn0001099	gdl	189	7	16	6	7	5	4	5	3	11	8	9	4	8	8	7	10	4	3	57	44	6	5	8	8	40	38	272	116
FBgn0001104	FBgn0001104	Galphai	38	34	15	7	6	9	5	7	8	10	10	14	6	14	29	20	20	24	2	55	8	30	8	10	10	103	61	6	7
FBgn0001105	FBgn0001105	Gbeta13F	52	150	228	48	43	25	48	39	26	54	62	44	26	34	45	24	33	25	28	64	71	60	24	28	23	61	61	22	26
FBgn0001108	FBgn0001108	DCTN1-p150	20	18	10	14	10	12	11	11	9	16	17	20	4	11	17	14	13	13	5	12	7	25	14	14	13	47	42	22	11
FBgn0001112	FBgn0001112	Gld	2	1	4	2	1	2	1	1	1	2	2	4	1	1	5	6	3	3	0	0	3	64	4	4	8	0	0	14	353
FBgn0001120	FBgn0001120	gnu	1	0	0	1	1	0	2	0	1	0	0	2	0	0	0	3	12	3	0	0	0	0	4	16	10	394	302	2	0
FBgn0001122	FBgn0001122	Galphao	19	140	264	92	67	26	81	53	30	113	115	67	2	7	22	6	12	6	3	14	35	24	13	13	9	24	29	3	8
FBgn0001123	FBgn0001123	Galphas	37	44	61	25	24	20	15	20	17	31	33	27	12	35	29	15	14	14	7	20	21	41	13	13	15	3	2	8	27
FBgn0001124	FBgn0001124	Got1	89	23	19	65	52	92	48	44	70	76	95	170	6	13	58	113	71	88	48	32	38	36	44	43	60	65	42	283	61
FBgn0001125	FBgn0001125	Got2	63	22	10	216	120	206	137	102	146	151	184	334	10	23	21	142	96	107	252	141	45	49	151	142	173	203	149	211	70
FBgn0001128	FBgn0001128	Gpdh	9	7	8	214	116	188	132	119	152	154	153	136	3	4	14	114	80	83	22	12	21	10	355	167	118	58	41	14	39
FBgn0001133	FBgn0001133	grau	20	34	22	12	16	12	15	17	10	16	23	31	6	14	18	18	17	16	9	13	22	21	16	17	14	37	51	30	22
FBgn0001134	FBgn0001134	Grd	0	0	3	3	1	1	1	1	1	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001137	FBgn0001137	grk	1	1	5	11	14	11	10	12	10	15	17	21	0	0	2	2	5	4	0	0	4	17	27	25	28	22	28	1	6
FBgn0001138	FBgn0001138	grn	18	9	8	2	2	1	2	1	1	2	2	2	0	1	12	0	0	0	0	2	1	11	1	1	1	0	0	0	0
FBgn0001139	FBgn0001139	gro	48	70	31	15	15	11	15	13	12	18	22	19	2	5	12	10	12	12	9	17	15	32	9	12	10	68	57	12	12
FBgn0001142	FBgn0001142	Gs1	6	41	58	64	48	43	73	43	37	127	72	103	33	140	125	69	39	35	335	1464	250	239	45	27	42	106	76	10	9
FBgn0001145	FBgn0001145	Gs2	20	57	105	703	388	324	573	409	335	847	756	565	7	8	493	374	304	185	6	15	59	261	341	332	207	2	2	17	60
FBgn0001147	FBgn0001147	gsb-n	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
FBgn0001148	FBgn0001148	gsb	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FBgn0001149	FBgn0001149	GstD1	326	77	69	68	80	135	63	63	120	101	125	208	65	38	212	801	413	586	197	127	125	210	150	136	250	430	254	375	293
FBgn0001150	FBgn0001150	gt	1	2	3	2	3	2	3	2	2	5	5	3	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0
FBgn0001168	FBgn0001168	h	46	11	3	29	29	40	19	35	37	36	35	47	39	9	74	48	70	77	49	33	13	48	39	58	85	6	6	8	34
FBgn0001169	FBgn0001169	H	34	33	12	5	5	5	6	5	5	7	8	7	2	12	6	4	7	5	6	12	5	18	6	8	6	59	74	5	10
FBgn0001174	FBgn0001174	halo	0	0	0	2	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001179	FBgn0001179	hay	24	20	10	6	5	5	4	6	4	7	8	12	2	6	8	7	8	8	3	7	4	13	4	5	4	29	26	8	5
FBgn0001180	FBgn0001180	hb	0	1	3	1	2	1	2	1	1	2	1	2	0	0	0	1	2	2	0	0	0	0	3	5	3	55	55	0	1
FBgn0001186	FBgn0001186	Hex-A	32	36	31	121	112	39	138	90	42	157	136	86	9	47	57	52	73	55	74	57	30	61	137	108	78	64	88	16	69
FBgn0001187	FBgn0001187	Hex-C	0	0	0	61	42	60	33	63	34	30	47	50	0	0	0	63	50	35	1	3	4	1	49	58	76	0	0	15	9
FBgn0001189	FBgn0001189	hfw	30	20	17	14	16	19	14	15	17	17	16	26	11	45	45	29	26	34	31	33	28	24	17	19	23	23	26	10	33
FBgn0001197	FBgn0001197	His2Av	237	302	58	28	30	24	24	25	20	32	36	52	20	25	47	24	42	38	9	38	61	157	17	34	27	440	404	38	33
FBgn0001202	FBgn0001202	hook	12	16	19	22	18	14	16	14	12	30	24	25	6	21	17	8	8	7	5	11	13	15	7	7	7	22	19	12	8
FBgn0001208	FBgn0001208	Hn	0	0	0	45	49	180	35	52	119	58	72	116	2	4	3	4	1	3	87	50	33	3	31	26	52	0	0	1	1
FBgn0001215	FBgn0001215	Hrb98DE	249	292	187	53	73	51	46	74	49	72	95	108	15	28	39	42	69	51	25	81	106	142	33	55	41	176	217	127	83
FBgn0001216	FBgn0001216	Hsc70-1	11	0	0	21	15	7	19	9	6	16	13	10	0	1	0	2	1	1	0	3	9	0	93	67	34	0	0	110	14
FBgn0001217	FBgn0001217	Hsc70-2	77	0	1	0	0	0	0	0	0	0	0	0	0	5	1	3	2	2	1	16	34	1	1	1	1	0	0	279	49
FBgn0001218	FBgn0001218	Hsc70-3	541	649	465	408	232	195	257	260	198	204	310	364	599	2994	476	414	583	362	1008	1011	1281	776	304	440	324	650	733	186	2096
FBgn0001220	FBgn0001220	Hsc70-5	121	49	67	58	46	57	44	84	48	63	96	99	6	19	31	46	69	49	21	43	61	44	65	95	68	103	92	189	63
FBgn0001222	FBgn0001222	Hsf	20	16	15	8	9	12	8	10	8	11	13	20	3	9	9	8	10	9	4	8	11	14	6	8	7	63	46	11	7
FBgn0001223	FBgn0001223	Hsp22	25	3	32	2	2	7	3	1	7	3	2	12	4	5	18	29	24	14	17	12	48	4	93	59	40	13	7	31	9
FBgn0001224	FBgn0001224	Hsp23	531	757	262	6	3	6	4	4	13	9	7	15	450	1351	605	63	29	25	317	4435	1465	679	24	6	10	4	5	120	27
FBgn0001225	FBgn0001225	Hsp26	531	83	224	3	7	28	6	4	6	8	3	9	20	63	93	124	118	76	72	109	234	235	69	80	53	872	701	390	50
FBgn0001226	FBgn0001226	Hsp27	1713	2030	555	8	14	5	9	5	23	15	8	13	772	1744	322	88	238	60	388	1198	904	1978	98	114	42	582	1742	505	138
FBgn0001227	FBgn0001227	Hsp67Ba	95	344	283	9	8	3	9	7	7	15	15	10	1	23	10	1	1	0	3	46	104	136	2	2	2	1	0	19	8
FBgn0001228	FBgn0001228	Hsp67Bb	27	2	29	2	2	6	3	1	7	3	1	11	4	5	17	27	22	13	16	12	45	3	83	53	36	12	6	39	11
FBgn0001229	FBgn0001229	Hsp67Bc	17	88	763	7	2	2	5	3	5	6	8	4	58	904	126	5	3	2	0	24	168	24	2	1	1	0	0	0	8
FBgn0001230	FBgn0001230	Hsp68	260	11	14	7	4	41	5	5	7	13	6	15	4	17	10	33	31	20	48	50	41	81	93	37	39	2	3	108	24
FBgn0001233	FBgn0001233	Hsp83	1254	1223	696	288	321	297	242	919	207	349	641	554	159	457	849	392	877	552	293	661	418	1103	468	867	567	2034	3185	1049	502
FBgn0001235	FBgn0001235	hth	47	57	47	27	31	13	32	27	18	30	40	25	1	6	9	8	11	5	4	13	20	56	15	16	10	0	0	0	2
FBgn0001247	FBgn0001247	Ide	30	25	29	24	20	20	14	14	15	26	25	32	5	19	16	13	13	14	4	10	13	17	16	15	18	29	20	13	16
FBgn0001248	FBgn0001248	Idh	185	116	54	230	135	217	162	157	231	236	225	330	16	23	80	579	463	452	111	74	112	166	261	247	272	190	141	199	133
FBgn0001250	FBgn0001250	if	7	6	5	15	10	12	9	9	9	16	14	16	2	1	5	7	6	5	4	2	4	15	25	19	16	1	1	1	4
FBgn0001253	FBgn0001253	ImpE1	121	273	65	3	2	1	2	2	3	4	4	2	0	22	4	0	0	0	1	82	64	183	1	1	1	0	0	0	4
FBgn0001255	FBgn0001255	ImpE3	46	11	0	0	0	0	0	0	0	0	0	0	1	8	5	0	0	0	0	11	21	39	0	0	1	1	1	0	0
FBgn0001256	FBgn0001256	ImpL1	45	3	140	2	0	1	2	2	2	4	2	2	0	57	1	0	0	2	14	101	485	6	0	0	1	0	0	0	1
FBgn0001257	FBgn0001257	ImpL2	46	40	24	23	14	27	16	30	34	29	51	69	3	12	47	40	17	31	73	20	27	143	64	81	114	22	23	4	3
FBgn0001258	FBgn0001258	ImpL3	14	13	6	4	4	9	3	4	6	5	8	11	22	38	9	48	27	57	1	4	8	75	17	15	19	0	0	37	47
FBgn0001259	FBgn0001259	in	7	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	3	8	1	0	0	0	0	1	0
FBgn0001269	FBgn0001269	inv	7	1	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	2	4	1	1	0	0	0	2	0
FBgn0001276	FBgn0001276	ix	10	17	12	5	9	6	4	5	5	5	8	13	4	17	14	5	6	5	3	6	12	12	3	4	5	24	19	2	7
FBgn0001280	FBgn0001280	janA	217	114	51	27	31	24	25	21	25	23	33	48	15	13	41	29	37	27	20	48	48	94	25	29	39	141	132	291	97
FBgn0001281	FBgn0001281	janB	113	0	4	0	0	0	0	0	0	0	0	1	3	6	2	8	7	1	0	35	154	1	1	2	1	0	0	509	103
FBgn0001285	FBgn0001285	Jon44E	38	0	0	0	0	0	0	0	0	0	0	0	6	0	162	166	77	87	0	0	0	1	0	1	1	0	0	5	2
FBgn0001291	FBgn0001291	Jra	50	33	17	18	23	26	20	17	22	33	26	42	40	146	83	53	38	53	27	29	30	48	24	21	35	65	56	61	52
FBgn0001296	FBgn0001296	kar	2	18	9	28	25	20	26	18	16	44	26	24	1	9	7	22	21	22	32	16	14	8	11	18	25	14	13	2	8
FBgn0001297	FBgn0001297	kay	20	22	9	27	37	19	30	22	20	40	35	30	6	17	47	26	27	38	8	13	13	34	75	63	54	7	7	4	12
FBgn0001301	FBgn0001301	kel	16	21	25	4	4	5	3	3	4	6	5	6	2	2	6	4	4	4	9	6	13	40	6	5	6	22	20	11	5
FBgn0001308	FBgn0001308	Khc	40	64	51	29	22	20	22	24	21	34	32	38	10	39	40	44	38	41	17	30	34	53	25	27	23	82	72	18	25
FBgn0001311	FBgn0001311	kkv	30	5	13	8	0	0	2	0	0	4	0	0	0	1	1	0	0	0	1	4	46	43	3	1	0	0	0	2	1
FBgn0001316	FBgn0001316	klar	32	30	19	8	8	7	7	8	7	11	11	11	1	5	9	13	15	15	3	8	22	23	8	8	7	37	33	4	6
FBgn0001319	FBgn0001319	kn	6	14	11	3	3	2	3	2	1	4	4	3	0	0	0	0	0	0	0	1	5	3	1	1	1	0	0	0	0
FBgn0001320	FBgn0001320	kni	12	3	2	6	6	5	7	4	5	8	7	8	0	1	2	3	3	3	0	3	18	11	5	6	5	0	0	0	1
FBgn0001321	FBgn0001321	knk	15	3	5	2	0	1	2	1	1	2	1	2	0	5	3	1	1	1	0	4	10	20	1	1	1	0	0	0	1
FBgn0001323	FBgn0001323	knrl	4	1	1	4	5	2	3	3	3	4	5	4	0	0	1	2	3	2	0	1	8	4	3	3	3	0	0	0	1
FBgn0001324	FBgn0001324	kto	15	22	7	3	3	4	3	3	3	4	4	6	0	4	4	3	3	4	2	5	6	12	3	3	3	10	8	7	5
FBgn0001325	FBgn0001325	Kr	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0
FBgn0001330	FBgn0001330	kz	4	4	2	2	2	2	1	3	1	1	3	3	0	0	1	1	3	2	0	1	0	3	1	2	2	16	16	2	1
FBgn0001341	FBgn0001341	l(1)1Bi	13	10	5	3	3	2	2	4	2	2	4	4	0	1	3	3	5	4	1	2	5	9	2	5	3	23	23	5	4
FBgn0001404	FBgn0001404	egh	15	32	46	26	29	15	28	25	17	35	39	32	6	13	63	55	77	51	19	16	23	27	27	29	24	58	66	6	25
FBgn0001491	FBgn0001491	l(1)10Bb	51	37	21	22	18	15	15	23	16	19	22	33	10	4	32	25	25	19	10	23	17	32	13	16	16	77	62	62	23
FBgn0001565	FBgn0001565	Hlc	18	13	11	17	21	27	18	18	17	25	20	24	6	15	23	15	12	16	7	9	28	27	13	14	19	62	48	7	30
FBgn0001612	FBgn0001612	Grip91	9	6	4	2	2	2	3	2	2	5	4	5	0	0	3	1	2	1	2	3	1	5	1	2	1	25	22	1	1
FBgn0001624	FBgn0001624	dlg1	12	32	54	32	30	13	34	24	14	40	37	27	4	4	5	4	7	5	6	9	14	16	23	18	12	17	24	1	8
FBgn0001942	FBgn0001942	eIF-4a	588	704	428	387	628	412	435	417	379	489	509	475	297	1163	522	285	330	277	315	367	1001	697	290	358	439	504	436	374	642
FBgn0001961	FBgn0001961	Arpc1	101	80	44	36	35	42	28	29	38	45	53	66	47	65	157	103	65	95	47	78	90	71	29	26	34	57	47	189	45
FBgn0001965	FBgn0001965	Sos	23	33	18	14	17	11	13	12	10	22	22	21	1	6	8	9	9	9	4	9	13	17	6	8	7	33	34	6	7
FBgn0001967	FBgn0001967	NimC3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	117	0	0	0	0	0	0	1	1
FBgn0001970	FBgn0001970	Pgant35A	6	8	8	2	3	3	1	2	3	4	4	6	2	3	3	2	1	2	1	2	6	6	2	2	3	15	14	14	6
FBgn0001977	FBgn0001977	CIAPIN1	63	36	18	8	9	11	7	12	8	10	16	23	37	33	76	27	25	23	17	61	39	127	11	15	16	41	36	95	37
FBgn0001978	FBgn0001978	stc	27	17	9	6	8	8	7	9	7	7	10	10	2	6	7	10	13	11	5	8	9	15	8	11	9	63	57	31	30
FBgn0001981	FBgn0001981	esg	35	26	6	1	0	1	0	0	0	1	0	0	1	2	35	7	9	20	0	4	8	18	0	0	1	0	0	2	1
FBgn0001983	FBgn0001983	wor	1	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0
FBgn0001986	FBgn0001986	l(2)35Df	15	8	4	2	2	4	2	4	2	2	4	5	0	1	2	2	3	3	1	2	2	6	2	4	3	19	14	9	5
FBgn0001987	FBgn0001987	Gli	37	13	16	10	8	7	7	6	6	10	10	13	6	30	19	19	13	19	4	7	10	34	6	5	6	4	3	3	10
FBgn0001989	FBgn0001989	ND-B17	60	29	27	68	39	55	61	25	43	84	42	40	23	23	31	57	35	38	12	16	49	26	108	59	73	39	28	96	73
FBgn0001990	FBgn0001990	wek	10	7	4	5	4	4	3	4	4	4	6	6	1	1	6	3	4	4	3	8	10	7	3	4	4	27	26	6	4
FBgn0001991	FBgn0001991	Ca-alpha1D	4	6	25	15	17	11	16	16	11	23	26	22	0	0	0	1	1	1	0	1	3	3	14	8	5	0	0	2	8
FBgn0001992	FBgn0001992	Cyp303a1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
FBgn0001994	FBgn0001994	crp	34	80	48	13	18	12	15	17	14	17	22	27	4	25	8	6	10	9	5	11	18	28	9	12	10	44	49	3	12
FBgn0001995	FBgn0001995	mRpL4	19	12	12	10	8	11	7	9	8	11	11	16	2	1	8	17	13	17	2	3	10	10	8	8	9	31	25	20	7
FBgn0002021	FBgn0002021	l(2)37Bb	14	6	6	8	5	7	5	5	6	6	8	9	1	2	6	7	6	6	2	5	3	7	4	6	7	17	12	42	8
FBgn0002022	FBgn0002022	Catsup	41	29	10	15	18	19	10	12	18	13	14	18	25	30	28	28	21	22	47	22	16	34	17	18	18	25	23	47	62
FBgn0002023	FBgn0002023	Lim3	8	10	5	1	2	2	2	1	2	3	3	3	0	0	4	2	2	2	0	1	2	1	0	0	0	0	0	6	2
FBgn0002031	FBgn0002031	l(2)37Cc	50	20	19	11	11	19	10	13	13	15	15	16	2	3	18	25	22	23	6	10	24	19	12	16	16	62	45	45	20
FBgn0002036	FBgn0002036	CG10561	20	2	5	11	9	14	9	8	9	13	16	20	2	5	4	6	4	5	1	7	6	3	10	10	13	12	8	227	21
FBgn0002044	FBgn0002044	swm	32	36	20	13	15	15	15	13	14	18	19	20	3	20	17	14	17	16	11	20	20	28	15	16	18	79	61	19	16
FBgn0002069	FBgn0002069	Aats-asp	46	34	16	14	13	20	9	14	17	10	13	19	26	80	55	48	45	56	43	43	39	42	19	18	18	59	40	11	16
FBgn0002121	FBgn0002121	l(2)gl	16	10	4	4	3	3	2	3	3	3	4	5	4	4	14	14	13	16	2	4	3	11	4	5	4	46	27	1	3
FBgn0002174	FBgn0002174	l(2)tid	55	22	20	20	18	13	13	16	11	20	21	19	1	3	9	18	21	15	11	12	42	13	26	24	20	32	33	262	46
FBgn0002183	FBgn0002183	dre4	103	98	21	9	10	9	10	9	8	11	14	16	2	6	15	10	18	14	8	20	24	59	10	17	12	144	146	32	18
FBgn0002283	FBgn0002283	l(3)73Ah	20	13	6	4	5	6	4	6	5	6	8	12	5	23	7	5	6	6	2	4	6	9	5	7	6	43	42	24	9
FBgn0002284	FBgn0002284	Prosbeta6	157	89	30	21	19	32	19	17	24	27	29	63	25	28	169	42	38	58	33	60	89	185	47	61	68	127	100	131	47
FBgn0002354	FBgn0002354	l(3)87Df	9	5	4	4	5	6	9	6	4	5	7	13	3	1	4	11	4	7	1	1	0	4	5	6	7	14	7	25	7
FBgn0002413	FBgn0002413	dco	50	92	77	39	32	20	36	27	21	47	44	32	56	508	29	18	25	18	10	47	57	45	20	27	21	207	220	40	36
FBgn0002431	FBgn0002431	hyd	40	25	22	12	9	13	8	11	12	13	15	18	2	8	8	7	12	11	5	14	7	18	9	11	11	56	40	11	12
FBgn0002440	FBgn0002440	l(3)mbn	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0
FBgn0002441	FBgn0002441	l(3)mbt	12	10	6	5	4	6	6	5	5	8	7	8	0	1	3	4	5	5	3	4	3	10	5	6	5	30	26	6	5
FBgn0002466	FBgn0002466	sti	27	33	1	0	0	0	0	0	0	0	0	1	0	1	2	1	1	1	1	5	3	18	1	2	1	49	41	4	2
FBgn0002521	FBgn0002521	pho	29	18	19	6	8	4	6	6	4	8	10	8	3	6	9	6	5	3	1	8	7	10	5	6	4	40	20	8	6
FBgn0002522	FBgn0002522	lab	2	1	1	1	1	1	1	1	1	1	1	1	0	0	2	3	4	4	0	0	0	1	0	0	0	0	0	1	0
FBgn0002525	FBgn0002525	Lam	216	282	69	11	13	10	9	14	13	14	20	19	2	13	31	11	21	13	5	42	67	119	12	19	16	159	137	74	49
FBgn0002526	FBgn0002526	LanA	36	15	12	17	5	6	11	7	5	8	7	7	1	16	9	4	5	3	53	59	58	39	9	6	4	8	7	1	5
FBgn0002531	FBgn0002531	Lcp1	3	750	1	0	0	0	0	0	10	0	0	13	139	5	27	6	1	1	23	1	59	23122	2	1	0	0	0	0	14
FBgn0002533	FBgn0002533	Lcp2	5	577	1	0	0	0	0	0	10	0	0	5	81	3	9	0	0	0	23	0	35	12072	0	1	0	0	0	1	13
FBgn0002534	FBgn0002534	Lcp3	0	13	0	0	0	0	0	0	0	0	0	1	5	0	3	0	0	0	2	0	1	903	0	0	0	0	0	0	0
FBgn0002535	FBgn0002535	Lcp4	1	746	2	0	0	0	0	0	8	1	0	11	209	5	22	0	1	0	20	1	55	18547	1	0	0	0	0	1	11
FBgn0002542	FBgn0002542	lds	22	10	1	1	1	0	1	0	0	0	0	1	0	1	3	1	2	2	0	4	1	8	1	3	2	56	46	18	4
FBgn0002543	FBgn0002543	robo2	34	30	16	3	2	2	3	2	2	4	3	3	0	3	2	2	3	6	3	8	13	27	2	2	2	0	0	1	1
FBgn0002552	FBgn0002552	lin	31	26	9	7	9	7	7	8	7	9	12	16	2	7	7	8	11	14	7	10	9	22	8	12	9	66	101	12	15
FBgn0002561	FBgn0002561	l(1)sc	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
FBgn0002562	FBgn0002562	Lsp1alpha	34	31	10	0	0	3	0	0	46	0	1	2	207	65	155	1	3	0	20988	175	16	146	6	5	3	1	0	1	68
